reported_date,reporting_country_territory,province_city,confirmed_cases,new_confirmed_cases,total_deaths,new_total_deaths,transmission_classification,total_cases_with_travel_history_to_china,new_cases_with_travel_history_to_china,total_cases_with_possible_or_confirmed_transmission_outside_china,new_cases_with_possible_or_confirmed_transmission_outside_china,total_cases_with_site_of_transmission_under_investigation,new_cases_with_site_of_transmission_under_investigation,place_of_exposure_in_china_cases,place_of_exposure_in_china_cases_new,place_of_exposure_outside_reporting_country_and_china_cases,place_of_exposure_outside_reporting_country_and_china_cases_new,place_of_exposure_in_reporting_country_cases,place_of_exposure_in_reporting_country_cases_new,suspected_cases,daily_suspected_cases,daily_lab_confirmed_cases,daily_clinically_diagnosed_cases,daily_total_cases,cumulative_total_cases,cumulative_lab_confirmed_cases,cumulative_clinically_diagnosed_cases,cumulative_deaths,days_since_last_reported,who_region,population,report_url
2020-03-16,Saint Lucia,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Saint Vincent and the Grenadines,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,3,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Martinique,,15,5,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,French Guiana,,7,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Guadeloupe,,6,3,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Puerto Rico,,3,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Saint Barthelemy,,3,2,0,0,Under investigation,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Curacao,,2,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Saint Martin,,2,0,0,0,Under investigation,,,,,,,,,,,,,,,,,,,,,,13,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,South Africa,,51,13,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Algeria,,49,12,3,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Senegal,,26,5,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Ghana,,6,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Rwanda,,5,5,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Burkina Faso,,3,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Cameroon,,3,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Cote d’Ivoire,,3,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Democratic Republic of the Congo,,2,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Nigeria,,2,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,7,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Seychelles,,2,2,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Congo,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Equatorial Guinea,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Eswatini,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Ethiopia,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Gabon,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Guinea,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Kenya,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Mauritania,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Togo,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,9,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Réunion,,9,3,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,Mayotte,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-16,International conveyance (Diamond Princess),,712,15,7,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200316-sitrep-56-covid-19.pdf?sfvrsn=9fda7db2_6
2020-03-17,China,,81116,39,3231,13,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Republic of Korea,,8320,84,81,6,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Japan,,829,15,28,4,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Malaysia,,553,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Australia,,375,77,5,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Singapore,,243,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Philippines,,187,47,12,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Viet Nam,,61,4,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Brunei Darussalam,,50,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Cambodia,,24,12,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,New Zealand,,11,5,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Mongolia,,4,3,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,French Polynesia,,3,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Guam,,3,3,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Italy,,27980,3233,2503,349,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Spain,,9191,1438,309,21,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,France,,6573,1193,148,21,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Germany,,6012,1174,13,1,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Switzerland,,2200,0,14,1,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,United Kingdom,,1547,152,55,20,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Netherlands,,1413,278,24,4,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Norway,,1169,92,3,2,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Austria,,1132,173,3,2,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Belgium,,1085,0,5,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Sweden,,1059,67,3,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Denmark,,960,62,4,3,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Czechia,,383,85,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Greece,,331,0,4,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Portugal,,331,86,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Israel,,250,50,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Finland,,272,5,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Slovenia,,253,34,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Ireland,,223,54,2,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Estonia,,205,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Iceland,,199,19,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Romania,,158,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Poland,,150,0,3,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,San Marino,,102,10,9,4,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Russian Federation,,93,30,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Luxembourg,,81,43,1,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Slovakia,,72,11,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Bulgaria,,67,16,2,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Serbia,,70,24,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Croatia,,56,7,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Armenia,,52,26,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Albania,,51,9,1,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Hungary,,50,11,1,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Turkey,,47,42,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Belarus,,36,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Latvia,,36,5,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Cyprus,,33,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Georgia,,33,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Malta,,30,9,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Republic of Moldova,,29,6,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Azerbaijan,,19,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Bosnia and Herzegovina,,19,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,North Macedonia,,19,6,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Lithuania,,17,3,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Andorra,,14,12,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Monaco,,9,0,0,0,Under investigation,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Liechtenstein,,7,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Ukraine,,7,4,1,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Kazakhstan,,6,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Uzbekistan,,4,0,0,0,Under investigation,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Holy See,,1,0,0,0,Under investigation,,,,,,,,,,,,,,,,,,,,,,11,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Faroe Islands,,47,36,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Gibraltar,,3,2,0,0,Under investigation,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Jersey,,2,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,4,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Guernsey,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,7,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Indonesia,,172,55,5,1,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Thailand,,147,33,1,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,India,,137,23,3,1,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Sri Lanka,,29,10,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Maldives,,13,0,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Bangladesh,,8,3,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Bhutan,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,11,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Nepal,,1,0,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,53,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Iran (Islamic Republic of),,14991,0,853,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Qatar,,439,38,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Bahrain,,229,8,1,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Pakistan,,187,135,0,0,Imported cases only,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Egypt,,166,40,4,2,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Saudi Arabia,,133,30,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
2020-03-17,Kuwait,,130,18,0,0,Local transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200317-sitrep-57-covid-19.pdf?sfvrsn=a26922f2_4
