adm0_name,iso3,x,y,published,sources,info
Sao Tome and Principe,STP,6.602138,0.239483,2020-03-30,https://ga.usembassy.gov/covid-19-information/,International restrictions: Inbound and outbound commercial and charter passenger flights will be suspended from 08.00 (local time) on 19 March for 15 days at least; cargo flights will continue operating normally. Nationals and non-national residents who return to the country will be subject to mandatory home quarantine accompanied by health agents and police forces upon arrival. The docking of cruise ships at the country’s ports has also been suspended. All travellers will be checked upon arrival and authorities will quarantine any traveller presenting fever or similar infection symptoms.
Saudi Arabia,SAU,44.547567,24.125926,2020-03-30,https://www.osac.gov/Content/Report/59eadb3d-c472-40e9-a1a3-1848a2d3b64b https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/ Sources,"Country extends suspension of flights, work indefinitely. (Reuters, 28.03.2020) Passengers are not allowed to enter Saudi Arabia. -This does not apply to nationals of Saudi Arabia. The restrictions also exclude health workers currently in Saudi Arabia from the Philippines and India, and evacuation, shipping and trade trips taking necessary precautions. Government halts domestic flights, trains until 2 April amid COVID-19 outbreak. All land crossings remain restricted to commercial trucks only. Internal restrictions: From 26 March to combat the spread of the COVID-19 virus, the government of the Kingdom of Saudi Arabia has announced the following updated restrictions: 1. Travel between regions of the country is prohibited. 2. Travel into or out of the cities of Riyadh, Mecca, and Medina is prohibited. A night curfew between 19.00 and 06.00 will be imposed for 21 days starting from 23 March. The Kingdom announced a lockdown in Makkah, Madinah and Riyadh – no residents are allowed to enter or leave these cities – with immediate effect from 25 March; as well as a lockdown on circulation between the kingdom’s 13 regions The recently imposed curfew will begin at 15.00 instead of 19.00 in the three cities of Riyadh, Mecca and Medina. The ministry said curfew exemptions still apply to those in vital public and private sectors such as security, military and media. Those who work in health services are also excluded from the curfew."
Serbia,SRB,20.803944,44.032994,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://rs.usembassy.gov/covid-19-information/ https://www.osac.gov/Content/Report/adcc91bd-9754-4a47-8a42-1852cc2b095f,"1. Passengers are not allowed to enter and transit in Serbia. - This does not apply to nationals of Serbia. - This does not apply to residents of Serbia. - This does not apply to airline crew. - This does not apply to passengers with a special permission issued by the Ministry of Health, the Ministry of Foreign Affairs, the Ministry of Interior or the Ministry of Construction, Transport and Infrastructure. - This does not apply to accredited members of diplomatic missions, international organizations, humanitarian missions, and their family members. 2. Nationals and residents of Serbia arriving from Austria, France, Germany, Greece, Iran, Italy, Romania, Slovenia, Spain or Switzerland are required to self-isolate for a period of 28 days. 3. Nationals and residents of Serbia arriving from any other country are required to self-isolate for a period of 14 days. 4. Accredited members of diplomatic missions, international organizations, humanitarian missions, and passengers with a special permission issued by the Ministry of Health, the Ministry of Foreign Affairs, the Ministry of Interior or the Ministry of Construction, Transport and Infrastructure, and their family members, arriving from Austria, France, Germany, Greece, Iran, Italy, Romania, Slovenia, Spain or Switzerland are required to self-isolate for a period of 28 days. 5. Accredited members of diplomatic missions, international organizations, humanitarian missions, and passengers with a special permission issued by the Ministry of Health, the Ministry of Foreign Affairs, the Ministry of Interior or the Ministry of Construction, Transport and Infrastructure, and their family members, arriving from any other country are required to self-isolate for a period of 14 days. Internal restrictions: A curfew is in place nationwide from 5:00 p.m. through 5:00 a.m. on weekdays and 3:00 p.m. through 5:00 a.m. on weekends. All Serbian citizens and foreigners with residential permits who entered the country on March 14 or later shall self-quarantine for 28 instead of 14 days. All public transportation remains suspended. Taxis and private vehicles are still permitted. Supermarkets and pharmacies remain open, though with reduced hours to accommodate the curfew. Green markets are now closed. Recreational parks and sports facilities are closed. No more than five people are allowed to assemble in a closed space. People age 65 and older (70 and older in rural areas) are prohibited from leaving their homes."
Seychelles,SYC,55.467266,-4.678402,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,1. The international airport in Seychelles is closed to all international flights. - This does not apply to repatriation flights of foreign nationals from Seychelles. - This does not apply to emergency diversions. - This does not apply to special mission flights that are approved (MEDEVAC). 2. Passengers are not allowed to enter Seychelles. - This does not apply to passengers who require to enter Seychelles on special mission and have a permission from the Public Health Commissioner before departure. - This does not apply to crew members requiring minimum rest. They must undergo strict mandatory quarantine during the rest period. - This does not apply to any other person under other circumstances as approved by the Public Health Commissioner.
Slovakia,SVK,19.484954,48.707416,2020-03-30,Sources https://sk.usembassy.gov/covid-19-information/,"Borders sealed to non-nationals (except for permanent residents). People arriving from another country have a mandatory 14-day self-quarantine. Travel restrictions: international transportation by trains, boats, and buses transiting Slovakia has been suspended. International airports closed. Internal restrictions: All public gatherings, including religious and sporting events, are banned and many non-essential businesses have closed. Workplaces, food shops and pharmacies are allowed to stay open. All schools and universities are closed until further notice. Public transport is operating according to a reduced time table; travellers must wear a mask or otherwise cover their mouth and nose when using public transport."
Slovenia,SVN,14.822232,46.119709,2020-03-30,https://www.exyuaviation.com/2020/03/slovenia-to-suspend-all-commercial.html https://si.usembassy.gov/covid-19-information/ https://www.exyuaviation.com/2020/03/slovenia-extends-flight-ban.html,"Slovenia has extended a ban on commercial flights from the European Union until April 13.Under EU regulation, such decisions must be reviewed every two weeks. Slovenia will shut down its air traffic from Tuesday, March 17, in an attempt to reduce the spread of the coronavirus Covid-19. Borders partially closed, specifically with Italy. No travel restrictions, but the Slovenian government has advised its citizens not to travel outside of Slovenia. From March 16 onwards, there will be no commercial flights from Ljubljana airport and public transport in the country has ceased operations. Health checks are also to be introduced at the border with Austria from 25 March. Travellers crossing the border into Slovenia will be required to present a medical certificate proving they tested negative for COVID-19 within the past three days; in the absence of a certificate, individuals showing no signs of a fever will be permitted to enter. Slovenian nationals and foreign residents will be exempt from the measures. Passenger train traffic between Italy and Slovenia and Austria and Slovenia has been suspended. It is still possible to enter Slovenia from Croatia (the Hungarian border is closed to foreign travellers). All air links were suspended at the country’s Ljubljana Airport from 15 March. Internal restrictions: Indefinite ban on gatherings from 20 March. From 16 March public transportation, including inter-city rail and bus services, will cease operations. Taxis for urgent transport will operate."
Solomon Islands,SLB,160.160046,-9.622475,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"1. Passengers are not allowed to enter Solomon Isl. - This does not apply to nationals of Solomon Isl. - This does not apply to residents of Solomon Isl. - This does not apply to passengers with prior written authorization issued by the Prime Minister. 2. Nationals and residents of Solomon Isl. who have been in countries with confirmed cases of Coronavirus (COVID-19) will be put in quarantine for a period of 14 days upon arrival. A completed Traveler’s Public Health Declaration Card must be presented upon arrival. 3. Passengers with prior written authorization issued by the Prime Minister who have been in countries with confirmed cases of Coronavirus (COVID-19) will be put in quarantine for a period of 14 days upon arrival. A completed Traveler’s Public Health Declaration Card must be presented upon arrival. Internal restrictions: While a week-long State of Emergency was announced, starting from 25 March, it has since been clarified that it is not a lockdown. Popular tourist location Aneityum island is under lockdown due to a confirmed COVID-19 case."
Spain,ESP,-3.553995,40.392124,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm International SOS,"PM announces stricter lockdown measures that will force all non-essential workers to stay at home for next two weeks (Reuters, 28.03.2020) From 23 March, air,sea and land borders will be closed for 30 days. Passengers are not allowed to enter Spain. -This does not apply to: a) Nationals and residents of a European Union or Schengen member state, who go directly to their place of residence; b) Holders of a long-term visa issued by a European Union or Schengen member state who travel to the country that issued the visa; c) Cross-border workers; d) Healthcare or elderly care professionals in the performance of their duties; e) Transport of goods personnel; f) Diplomats, international organizations, military personnel and members of humanitarian organizations in the performance of their duties; g) People traveling for imperative family reasons duly accredited. h) Persons who document documentary reasons of force majeure or situation of need, or whose entry is permitted for humanitarian reasons. Gibraltar and Andorra border crossings remain open but crossing with Spain’s North African exclave cities including Ceuta and Melilla will be temporarily closed. Internal restrictions: A ‘state of emergency’ is in place until 11 April. across the country for at least 15 days, giving the government emergency powers to impose limitations on movement and impose other extraordinary measures. Across the country, people are allowed to move only for buying essentials, emergencies or work. All public transport services will be reduced. Several airlines have stopped flights to Spain."
Suriname,SUR,-55.905196,4.1356,2020-03-30,International SOS,"Inbound restrictions: Travellers arriving at Johan Adolf Pengel International Airport (JAP) will be screened. Those showing symptoms or who do not pass screenings will be placed under a 14 day quarantine. Those not showing signs or symptoms will be advised to take a voluntary 14 day quarantine. Suriname has closed its airspace and borders. From 15 March to 22 March, Suriname airspace will remain closed to incoming passengers."
Switzerland,CHE,8.223234,46.9685,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"Government to close borders from midnight (The Local, 25.03.2020) 1. Passengers are not allowed to enter Switzerland. - This does not apply to nationals or residents of Switzerland or Liechtenstein. - This does not apply to passenger with a cross-border commuter permit, with a C-visa issued by Switzerland for the purpose of ""business meetings"" as specialists in the field of health or ""official visit"" of great importance, with a D-visa issued by Switzerland or who have an assurance of a residence permit. -This does not apply to passengers traveling directly through Switzerland to another country that they are permitted to enter. - This does not apply to passengers who are entitled to freedom of movement and have a professional reason for entering Switzerland and have a confirmation of registration. - This does not apply to passengers who are of great importance as specialists in the health sector. - This does not apply to passengers travelling by land to their country of origin or residency within the European Union or Schengen area. They must have a proof of onward journey. 2. Passengers can only land at Basel (BSL), Geneva (GVA) or Zurich (ZRH). Internal restrictions: On 16 March, a state of emergency was declared. Authorities banned all public and private events, and closed all social venues (bars, restaurants, skiing resorts and sport and cultural places). Schools are also closed. Only businesses providing essential goods (bakeries, pharmacies and grocery stores) and services (banks, post offices, and local administration) remain open. These measures are expected to remain in place until 19 April."
Syrian Arab Republic,SYR,38.498069,35.017584,2020-03-30,International SOS,"International restrictions: All travel, including for religious purposes, has been suspended to and from Iraq and Jordan. As of 20 March: The government imposed a two-month ban on the entry of all travellers from Australia, Belgium, China, Denmark, Finland, France, Germany, Iran, Italy, Japan, South Korea, Spain, Sweden and the US regardless of whether they have residence permits in Syria or visas given by Syrian missions abroad. There is also a one-month ban on the entry of travellers from Algeria, Bahrain, Egypt, Iraq, Kuwait, Lebanon, Morocco, Qatar, Saudi Arabia, Tunisia and the United Arab Emirates even if they carry residence permits or visas given by the Syrian diplomatic missions. Syrians coming from one of the countries mentioned who do not display COVID-19 symptoms can enter but should go under 14-day self quarantine and are subject to medical examinations. Trucks are allowed to enter and exit the territories of the Syrian Arab Republic after all preventive health measures have been taken at border crossings. Authorisation for diplomats, consular officials, and members of international organizations, missions and commissions to enter Syria after undergoing medical examinations."
Togo,TGO,0.978236,8.532744,2020-03-30,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.osac.gov/Content/Report/a8210cf8-a761-49d9-b73e-1845add0a9ae,"Lome airport is closed for at least 14 days to incoming passengers (OSAC, 27.03.2020) All land borders closed indefinitely from 21 March. All flights from high-risk countries, such as France, Italy, Germany and Spain, are suspended from 20 march for a period of two weeks, which could be extended. Fourteen-day self-isolation is mandatory for anyone arriving in Togo who has stayed in the same countries. On March 20, 2020, the Government of Togo announced travel restrictions on entry into the cities of Lome, Tsevie, Kpalime, and Sokode, with checkpoints on the national road N1 in Tsevie, as well as on the toll road N2 from Aneho and on the national road N5 (Kpalime Road). Internal restrictions: Cordons in place around the key cities of Lomé, Tsévié, Kpalimé and Sokodé Suspension of gatherings of more than 100 people until April."
Tonga,TON,-175.27529,-21.159087,2020-03-30,https://fj.usembassy.gov/u-s-citizen-services/covid-19-information/,"Tonga orders diversion of international flights from 23 until 28 March (23.03.2020, Matangi Tonga) Tonga has announced entry restrictions requiring international travelers (except Tongan citizens, permanent residents, and immediate family members) who either traveled from or through the United States, China, Australia, Italy, South Korea, and several dozen other countries to spend at least 14 days in self-quarantine in a country free of coronavirus prior to entering Tonga. Travelers covered by the travel restriction are then required to undergo medical clearance within three days of traveling to Tonga, and to provide the clearance to Tongan authorities before being granted entry. Failure to provide medical clearance could result in denial of entry or return to country of origin. International flights and vessels entering Tonga are required to use Tongatapu as the first port of entry for border screening before traveling to outer islands. Tonga has banned the arrival of cruise ships and yachts into the country until further notice. Internal restrictions: A nationwide lockdown has been declared from 29 March at 01.00 to 5 April. Non-essential movement outside of residences will be prohibited. Night-time curfews will be in place from 20.00 to 06.00. Non-essential businesses will be closed and large gatherings will be suspended. State of Emergency effective from 20 March 20.00 to 17 April, unless further renewed. Public gatherings are restricted."
Trinidad and Tobago,TTO,-61.296613,10.423121,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"Airports in Trinidad and Tobago are closed until 30 April 2020. - This does not apply if permitted by the Minister with responsibility for national security. Government orders non-essential workers from to stay home from 30 March through 15 April (Garda World, 28.03.2020)"
Turkmenistan,TKM,58.978766,40.091235,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"1. Flights to Turkmenistan are suspended until 20 April 2020. - This does not apply to repatriation flights of nationals and residents of Turkmenistan. 2. Passengers are required to have a health report from the health organizations of the country they are arriving from. The report must show that they have undergone the Coronavirus (COVID-19) check and been tested negative. 3. All visas issued by Turkmenistan are invalidated until 1 May 2020. - This does not apply to employees of consulates and embassies. Flights have been directed from the capital Ashgabat to Turkmenabad, where a quarantine zone was set up to receive arriving passengers who show symptoms."
Tuvalu,TUV,177.152792,-7.222228,2020-03-30,International SOS,"International restrictions: Travellers who have been to China within the past 30 days will be denied entry. This restriction includes seafarers from foreign vessels that have been in China or COVID-19 affected countries. Travellers who have been to COVID-19 affected countries in the last 30 days need to obtain medical clearance three days before entering the country. Additionally, travellers must have remained in a country not affected by COVID-19 for at least five days prior to attempting entry. Health screening will be conducted at Funafuti airport and seaports."
Uganda,UGA,32.391004,1.279556,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://www.osac.gov/Content/Report/0d6157d4-62ee-415d-97c7-1848a5650d7f International SOS Gov.uk,"The Ugandan authorities have closed Entebbe International Airport to passenger planes and land borders from midnight 22 March. All international flights to Uganda are suspended until 24 April 2020. - This does not apply to: 1. Aircraft in a state of emergency. 2. Operations related to humanitarian aid, medical and relief flights. 3. Technical landings where passengers do not disembark. 4. Any other flight that may be so approved by the appropriate authority. All international flights to Uganda are suspended, except cargo and emergency flights. All land boarders are closed. No individual will be allowed to enter or depart Uganda by air, land, or water except for specific cargo vehicles which must follow strict Ministry of Health procedures. Internal restrictions: The Ugandan authorities have introduced a number of measures to limit the spread of coronavirus: •Movement by personal vehicles was suspended at 10pm on 30 March 2020 for 10 days. Permission for emergency use of private vehicles for medical purposes must be sought from your local Resident District Commissioner. •Travel by public transport including minibus taxis, buses, coaches, passenger trains, tuk tucks and motorbike taxis) has been suspended since 25 March. Vehicles delivering goods and food, plus ambulances, security, refuse and government vehicles are exempt. Government vehicles will be provided to help with medical emergencies. •From 31 March a curfew is in place from 7pm to 5am. Only cargo transport is exempt."
Ukraine,UKR,31.40147,49.005714,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://www.osac.gov/Content/Report/cd9a6678-962b-46c5-8acf-18429bb2b60c,"Government suspends all air, rail links with other countries from 27 March until 24 April. (Media, 26.03.2020) Passengers will not be allowed to enter or transit Ukraine until 3 April 2020. Country closed border crossing points for state, rail and bus services. -This does not apply to nationals of Ukraine, to residents of Ukraine, to spouses and children of Ukrainian nationals, to (accredited) representatives of official international and diplomatic organizations (and their family members), to crewmembers, and to representatives of humanitarian missions (and their family members). On 17 March 2020, at 00:00 local time (GMT+2), all border crossing points will be closed (for any international border crossing) until 3 April 2020. This does not apply to border crossings required to safeguard national interests, and to representatives of diplomatic organizations and humanitarian missions. Internal restrictions: The travel from Donbass region for those who do not hold permanent residency in the government controlled areas, as well as the travel to Donbass for those holding permanent residency in the government controlled areas is suspended between 16 March to 3 April."
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,2020-03-30,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Reuters,"Travellers who have arrived since 19 February from China’s Hubei province, Iran, Italy and Special care zones in South Korea are advised to stay indoors, avoid contact with other people and call NHS111. Travellers from other areas in mainland China, South Korea as well as Cambodia, Hong Kong, Japan, Laos, Macau, Malaysia, Myanmar, Singapore, Taiwan, Thailand and Vietnam should self-quarantine if they show any symptoms. London's Heathrow Airport to reduce operations because of COVID-19; plans to continue some passenger, cargo flights. British Airways has suspended all flights at London City Airport because of COVID-19 from 23 March until 4 April. All impacted customers should be redirected to London Heathrow or London Gatwick. From 24 March, Teesside International Airport will close as Eastern Airways and KLM have taken the decision to suspend all flights. From 25 March until the end of April, London City Airport said it will suspend all commercial and private flights following Britain's order that people should stay at home and stop travelling. (Reuters 25.03.2020). London's second-busiest airport, Gatwick, will shut one of its two terminals next week following a collapse in flight numbers, a spokeswoman for the airport said on Friday. The spokeswoman said that Gatwick airport will close its north terminal, used by carriers including EasyJet, next week. (Reuters, 27.03.2020). Internal restrictions: Schools across the UK closed on 20 March until further notice, though some will remain open to accommodate children of key workers. The government on 20 March ordered the indefinite closure of pubs, restaurants, cafes, bars and other entertainment venues. The measures will be reviewed on a monthly basis. Additional measures were announced on 23 March evening by Boris Johnson: these include the lockdown of the country effective immediately, with all movements to be strictly restricted. People in Britain will only be allowed to leave their homes to shop for basic goods, to exercise once a day, to receive care or help a vulnerable person and to travel to essential work."
United Republic of Tanzania,TZA,34.804265,-6.26364,2020-03-30,https://allafrica.com/stories/202003210066.html https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm UNHAS,"Zanzibar bans all tourist flights from entering region because of COVID-19 (All Africa, 21.03.2020) 1. All passengers must undergo quarantine for 14 days at their own expense. - This does not apply to airline crew. 2. Airline crew arriving in Zanzibar (ZNZ) will be quarantined at the airlines designated hotels. 3. A completed ""Health Form"" must be presented to the Ministry of Health personnel upon arrival. The Tanzania-Zambia Railways Authority (TAZARA) will suspend cross-border passenger train services from 30 March until further notice, though cross-border freight trains and domestic trains operated by TAZARA in either country will not be affected."
United States of America,USA,-99.446708,39.40399,2020-03-30,https://www.iata.org/contentassets/0f6c2cd0ad4b4b44b59578b9af3e23ad/usa-ncov-measures.pdf https://okcfox.com/news/local/coronavirus-cancels-multiple-flights-at-will-rogers-world-airport International SOS,"Multiple flights have been canceled Wednesday at Will Rogers World airport as the COVID-19 pandemic continues. While not all flights are impacted, several flights to Atlanta, Houston, Dallas, Denver, and Charlotte have been canceled. Airlines are expected to continue reducing or canceling flights on a day-by-day basis. (24.03.2020) 1. Passengers who have transited or have been in Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland or in the United Kingdom (excluding overseas territories outside of Europe), in the past 14 days are not allowed to enter the USA. -This does not apply to: a. nationals of the USA; b. permanent residents of the USA; c. passengers arriving in the US on flights that departed before 23:59 EDT on 13 March 2020; d. the spouse of a national of the USA; e. the souse of a permanent resident of the US; f. the parent/legal guardian of an unmarried and younger than 21 years national or permanent resident of the USA; g. the unmarried and younger than 21 years brother or sister of a national or permanent resident of the USA, who is unmarried and younger than 21 years; h. the child/foster child/ward of a national or permanent resident of the USA; i. passengers with an IR-4 or IH-4 visa; j. passengers with a C-1, D, or C-1/D visa; k. passengers with an A-1, A-2, C-2, C-3, E-1, G-1, G-2, G-3, G-4, NATO-1 through NATO-4, or NATO-6 visa; l. members of the U.S. Armed Forces, spouses, and children of members of the U.S. Armed Forces; m. passengers with evidence of traveling at the invitation of the USA government for a purpose related to the containment/mitigation of the Coronavirus (COVID-19); n. passengers with documents issued by the U.S. Department of Homeland Security, U.S. Customs and Border Protection, or U.S. Department of State indicating that the passenger is exempt from the restriction. 2. Passengers who have been in one of the countries listed in bullet number 1 in the past 14 days but are exempt from the restriction to enter the USA, must arrive at one of the following airports: Atlanta (ATL), Boston (BOS), Chicago (ORD), Dallas, (DFW), Detroit (DTW), Honolulu (HNL), Los Angeles (LAX), Miami (MIA), New York (JFK or EWR), San Francisco (SFO), Seattle (SEA) and Washington (IAD). Internal restrictions: At least 40 states have declared a state of emergency or public health emergency as a result of the COVID-19 pandemic. California State: shelter-in-place directive, requiring residents to stay home until 7 April, except for essential needs; essential businesses and services will remain open during this time. This shelter is a legal mandate and is enforceable by police authorities, violation (non-essential movement) would be a misdemeanour offense. Ventura county has issued a shelter-in-place order from 18 March to 1 April for senior citizens. New York state: The National Guard has been deployed to the city of New Rochelle, where state authorities have established a ‘containment area’. Gatherings within the designated area are restricted, with residents being provided additional resources by health and state officials. The governor has ordered 75% of “non-essential” workforce to stay home. All travellers that have been in NYC are asked to self-quarantine for 14 days starting the day they leave NYC The Center for Disease Control (CDC) has urged residents of New York, New Jersey and Connecticut states to refrain from non-essential domestic travel for 14 days beginning 28 March. Florida state: Miami-Dade County ordered all beaches, parks and “non-essential” commercial and retail businesses closed. Businesses to remain open include health care providers, grocery stores, gas stations, restaurants and banks. All travellers from New York City, Connecticut, and New Jersey have to self quarantine for 14 days Arizona state: All schools are closed through 27 March. Similar measures have also been taken in 33 other states (including Arkansas, Maryland, Massachusetts, New York, Ohio, Oregon and Pennsylvania) until at least the end of the month."
Uzbekistan,UZB,63.119445,41.775605,2020-03-30,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://akipress.com/news:638369:All_airports_shut_down_in_Uzbekistan/,"All airports are closed in Uzbekistan since March 30. Such decision was made by a special commission for coronavirus prevention. The airports were closed until April 20, all flights were stopped. Flights to Uzbekistan are suspended until 5 April. The authorities have announced a ban on international flights, as well as road and rail services. Uzbek nationals currently abroad will reportedly be able to repatriate through chartered flight options, though all foreign nationals will be barred entry until further notice. In-country foreign nationals will be allowed to leave on specific flights, though details have yet to be announced by the authorities. Members who choose to remain in the country should review their visas and consider the implications for potentially overstaying the expiration date. Internal restrictions: Citizens of Uzbekistan are prohibited to use their vehicles for personal matters from March 30 until April 20. Use of vehicles is allowed in emergency situations only (childbirth, serious injuries and other life threatening situations). This restriction is accompanied by a ban on mass gatherings."
Vanuatu,VUT,166.872606,-15.241809,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm International SOS,"Vanuatu ports of entry are closed. 1. Nationals of Vanuatu, permanent residents and diplomats will be allowed to return but will be quarantined for 14 days upon arrival. 2. Consideration may be given for Foreign Diplomatic Missions and international organizations and will be determined on a case by case basis. 3. Passenger on a Permanent Residents and passengers with a Resident Visa will be allowed as follows: a) their entire family is living in Vanuatu; b) the person has left Vanuatu for business and needs to return; c) the person has a business investment and resides permanently in Vanuatu; d) the person is a child of a resident but studies overseas; e) a resident transiting for less than 8 hours in Australia or New Zealand and resides permanently in Vanuatu. Internal restrictions: A state of emergency has been declared on 26 March allowing for additional restrictions to be imposed by the authorities. As of 26 March, these additional restrictions have not yet been announced. As of 23 March, Aneityum and Mystery Islands are under temporary lockdown following the visit of a tourist who tested positive for COVID-19."
West Bank,PSE,35.256944,31.943484,2020-03-30,Sources,"All travellers entering Israel and oPt must undergo 14-days of home quarantine. Internal restrictions: A 30-day state of emergency has been announced by the Palestinian Authority across Area A areas of the West Bank. This includes the limiting of movement between Palestinian cities to essential travel only, the closure of all educational institutions, tourist and religious sites, and, the cancelling of all bookings for foreign tourists (banning foreign tourists from West Bank hotels). The West Bank city of Bethlehem is under lockdown. Palestinians working in West Bank Israeli settlements are no longer permitted to enter these settlements. Authorities have announced from 22 March until 5 April a ban on all non-essential movements outside one’s own accommodation. Key workers, including health workers, pharmacists, bakers, public administration staff and those working in grocery stores are exempt from this ban."
Zambia,ZMB,27.854152,-14.594525,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.osac.gov/Content/Report/c35c7cf0-447b-4d2d-bbf9-1844947e383e,"1. All flights must arrive at Kenneth Kaunda International Lusaka Airport (LUN). 2. Passengers and airline crew must quarantine for at least 14 days at their own costs. (IATA, 27.03.2020) For US citizens: as of March 23, the only remaining commercial option the American embassy is aware of to depart Zambia and return to the United States is Ethiopian Airlines. If your travel has been disrupted, please contact your airline. Travelers should be prepared for travel restrictions to be put into effect with little or no advance notice. Travellers can report COVID-19-related concerns on dedicated hotlines at 909 (toll-free), 0953898941, 0964638726 and 0974493553. Internal restrictions: Local airline Proflight suspended its domestic flights from 1 April to 30 April. All domestic flights are expected to resume from 1 May to locations including Livingstone, Lusaka, Mfuwe, Ndola and Solwezi on a limited schedule."
Aruba,ABW,-69.970272,12.50911,2020-03-29,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,1. Passengers are not allowed to enter Aruba (including residents). -This does not apply to airline crew. -The are no restrictions to outbound flights from Aruba. 2. It is prohibited to transport passengers by air to Aruba.
Burundi,BDI,29.890813,-3.366382,2020-03-29,https://www.theeastafrican.co.ke/news/ea/Burundi-suspends-all-flights-in-and-out-of-the-country/4552908-5499148-10v2xkxz/index.html https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://bi.usembassy.gov/embassy/,"From 22 March Burundi suspended all flights, screens returnees and visitors for Covid-19 are suspended until 4 April. All travellers with travel history to Australia, China, the EU, Iran, Japan, South Korea and the US in the 14 days prior to arrival will be quarantined for 14 days. Border with Rwanda closed on 15 March (Ruhwa crossing) for travellers from Rwanda independent of nationality. Brussels Airlines and RwandAir have suspended flights to/from the country. All inbound and outbound international flights to/from Melchior Ndadaye Airport (BJM) of Bujumbura. are suspended until 4 April."
Cameroon,CMR,12.751782,5.69612,2020-03-29,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://cm.usembassy.gov/health-alert-u-s-embassy-yaounde/,"All international flights (Including UNHAS) to Cameroon are suspended between 18 March 2020 00.01UTC and 17 April 2020 23.59 UTC. Internal restrictions: All schools, social venues closed. Foodstuffs and bars have to close by 18.00 (local time). Gatherings of over 50 people are banned."
Cayman Islands,CYM,-81.243444,19.318294,2020-03-29,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://jm.usembassy.gov/covid-19-information-cayman-islands/,"Ten-day curfew to be imposed from 24 March (Cayman News, 23.03.2020). 1. Passengers are not allowed to enter Cayman Isl. - This does not apply to passengers who reside in Cayman Isl. - This does not apply to passengers arriving from the United Kingdom. 2. Passengers who reside in Cayman Isl. will be isolated for 14 days. 3. Passengers arriving from the United Kingdom will be isolated for 14 days. Beginning 22 March, both international airports (Owen Roberts International Airport on Grand Cayman and Charles Kirkconnell International Airport on Cayman Brac) will close to all international flights for three weeks."
Central African Republic,CAF,20.935595,7.003721,2020-03-29,International SOS https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://cf.usembassy.gov/covid-19-information/,"International restrictions: From 26 March for a period of 15 days all foreigners will be denied entry in the country. Diplomats, NGOs workers and countries with no local transmission of COVID-19 are exempt. From 26 March, Bangui Mpoko International Airport was closed for 15 days with the exception of humanitaria flights, cargo flights or authorised special flights. Authorities reserve the right to impose a 21-day self-quarantine for arriving travellers. Internal restrictions: Schools and universities closed for 15 days from 26 March. Social venues, including bars, dance halls and cinemas were closed on 20 March. Gatherings, including public demonstrations and mournings, are prohibited. Religious gatherings cannot be of more than 15 people. Travel between Bangui and the rest of the country is prohibited."
