region_type,state,country,percent_yoy_change,date
states,Wisconsin,United States,-4,2020-02-26
states,Wisconsin,United States,-1,2020-02-27
states,Wisconsin,United States,9,2020-02-28
states,Wisconsin,United States,3,2020-02-29
states,Wisconsin,United States,5,2020-03-01
states,Wisconsin,United States,8,2020-03-02
states,Wisconsin,United States,9,2020-03-03
states,Wisconsin,United States,12,2020-03-04
states,Wisconsin,United States,-7,2020-03-05
states,Wisconsin,United States,-7,2020-03-06
states,Wisconsin,United States,-6,2020-03-07
states,Wisconsin,United States,15,2020-03-08
states,Wisconsin,United States,-10,2020-03-09
states,Wisconsin,United States,1,2020-03-10
states,Wisconsin,United States,0,2020-03-11
states,Wisconsin,United States,-14,2020-03-12
states,Wisconsin,United States,-26,2020-03-13
states,Wisconsin,United States,-39,2020-03-14
states,Wisconsin,United States,-47,2020-03-15
states,Wisconsin,United States,-67,2020-03-16
states,Wisconsin,United States,-96,2020-03-17
states,Wisconsin,United States,-100,2020-03-18
states,Wisconsin,United States,-100,2020-03-19
states,Wisconsin,United States,-100,2020-03-20
states,Wisconsin,United States,-100,2020-03-21
states,Wisconsin,United States,-100,2020-03-22
states,Wisconsin,United States,-100,2020-03-23
states,Wisconsin,United States,-100,2020-03-24
states,Wisconsin,United States,-100,2020-03-25
states,Wisconsin,United States,-100,2020-03-26
states,Wisconsin,United States,-100,2020-03-27
states,Wisconsin,United States,-100,2020-03-28
states,Wisconsin,United States,-100,2020-03-29
states,Wisconsin,United States,-100,2020-03-30
